Dist. ID,Group,Year,Total Mathematics Number Tested,Total Mathematics Avg Scale Score,Total Reading ,Total Reading Average Scale Score,Total Writing ,Total Writing Avg Total Writing Scale Score
114,Hispanic,2010,-,-,-,-,-,-
114,White,2010,36,258.8,36,246.5,36,243
114,Asian American,2010,-,-,-,-,-,-
114,Am. Indian,2010,-,-,-,-,-,-
114,Preston,2011,53,254.3,53,242.7,53,251.6
114,Black or African Am,2011,-,-,-,-,-,-
114,Hisp/Lat or any race,2011,-,-,-,-,-,-
114,White,2011,45,258.3,45,244.4,45,256.4
114,Am Ind or AK Native,2011,-,-,-,-,-,-
114,Two or more races,2011,-,-,-,-,-,-
114,Preston,2012,51,270.1,49,239.6,51,252.3
114,Black or African Am,2012,-,-,-,-,-,-
114,White,2012,47,271.6,45,240.8,47,252.2
114,Asian,2012,-,-,-,-,-,-
114,Two or more races,2012,-,-,-,-,-,-
114,Preston,2013,35,272.3,33,243.1,35,258.2
114,Hisp/Lat or any race,2013,-,-,-,-,-,-
114,White,2013,32,274.3,31,243.2,32,260
114,Asian,2013,-,-,-,-,-,-
116,Putnam,2006,85,245,83,222.1,79,231.1
116,Black,2006,-,-,-,-,-,-
116,Hispanic,2006,-,-,-,-,-,-
116,White,2006,74,247.6,72,222.6,68,231
116,Am. Indian,2006,-,-,-,-,-,-
116,Putnam,2007,83,254.9,83,231.4,83,233.7
116,Black,2007,-,-,-,-,-,-
116,Hispanic,2007,-,-,-,-,-,-
116,White,2007,76,257.9,76,234.4,76,236.4
116,Am. Indian,2007,-,-,-,-,-,-
116,Putnam,2008,87,247.3,87,215.6,86,227.4
116,Black,2008,-,-,-,-,-,-
116,Hispanic,2008,-,-,-,-,-,-
116,White,2008,79,247.9,79,215.2,78,227.6
116,Am. Indian,2008,-,-,-,-,-,-
116,Putnam,2009,99,231.2,99,214.9,99,230
116,Black,2009,-,-,-,-,-,-
116,Hispanic,2009,-,-,-,-,-,-
116,White,2009,95,231.6,95,214.9,95,229.5
116,Putnam,2010,96,238.9,94,220.3,96,228.8
116,Black,2010,-,-,-,-,-,-
116,Hispanic,2010,-,-,-,-,-,-
116,White,2010,89,239.7,88,219.7,90,229
116,Asian American,2010,-,-,-,-,-,-
116,Am. Indian,2010,-,-,-,-,-,-
116,Putnam,2011,87,242.9,86,218.8,87,235.3
116,Black or African Am,2011,-,-,-,-,-,-
116,Hisp/Lat or any race,2011,-,-,-,-,-,-
116,White,2011,76,248.4,75,222.2,76,239.2
116,Asian,2011,-,-,-,-,-,-
116,Two or more races,2011,-,-,-,-,-,-
116,Putnam,2012,89,259.5,89,235.8,95,241.8
116,Black or African Am,2012,-,-,-,-,-,-
116,Hisp/Lat or any race,2012,-,-,-,-,-,-
116,White,2012,79,260.4,79,235.8,83,244.3
116,Nat of HI or Pac Isl,2012,NA,NA,NA,NA,-,-
116,Two or more races,2012,-,-,-,-,-,-
116,Putnam,2013,91,246.7,88,236.3,94,234.4
116,Black or African Am,2013,-,-,-,-,-,-
116,Hisp/Lat or any race,2013,-,-,-,-,-,-
116,White,2013,82,247.3,79,238.4,85,234.9
116,Asian,2013,-,-,-,-,-,-
116,Two or more races,2013,-,-,-,-,-,-
117,Redding,2006,141,283.6,141,253.5,141,273
117,Black,2006,-,-,-,-,-,-
117,White,2006,133,285.4,133,254.5,133,273.8
117,Asian American,2006,-,-,-,-,-,-
117,Redding,2007,151,284.5,151,253.6,151,263.4
117,Black,2007,-,-,-,-,-,-
117,Hispanic,2007,-,-,-,-,-,-
117,White,2007,142,284.5,142,252.9,142,262.6
117,Asian American,2007,-,-,-,-,-,-
117,Am. Indian,2007,-,-,-,-,-,-
117,Redding,2008,151,287.3,151,262.9,151,273.1
117,Black,2008,-,-,-,-,-,-
117,Hispanic,2008,-,-,-,-,-,-
117,White,2008,135,286.7,135,262.1,135,274
117,Asian American,2008,-,-,-,-,-,-
117,Redding,2009,119,288.5,119,260.1,119,272.3
117,Black,2009,-,-,-,-,-,-
117,Hispanic,2009,-,-,-,-,-,-
117,White,2009,106,288,106,258.7,106,271.3
117,Asian American,2009,-,-,-,-,-,-
117,Redding,2010,134,290.4,134,255.7,137,267.9
117,Hispanic,2010,-,-,-,-,-,-
117,White,2010,125,290.3,125,255.9,128,268.8
117,Asian American,2010,-,-,-,-,-,-
117,Redding,2011,119,294.4,119,261.8,121,275.7
117,Black or African Am,2011,-,-,-,-,-,-
117,Hisp/Lat or any race,2011,-,-,-,-,-,-
117,White,2011,101,293.2,101,261.9,103,276.4
117,Two or more races,2011,-,-,-,-,-,-
117,Redding,2012,113,301.6,113,268.2,115,271.1
117,White,2012,90,303,90,268.4,92,270.1
117,Asian,2012,-,-,-,-,-,-
117,Two or more races,2012,-,-,-,-,-,-
117,Redding,2013,126,288.2,126,262,126,271.2
117,Black or African Am,2013,-,-,-,-,-,-
117,Hisp/Lat or any race,2013,-,-,-,-,-,-
117,White,2013,112,289,112,262.9,112,272.9
117,Asian,2013,-,-,-,-,-,-
117,Two or more races,2013,-,-,-,-,-,-
118,Ridgefield,2006,422,269.2,422,257.6,422,273.3
118,Black,2006,-,-,-,-,-,-
118,Hispanic,2006,-,-,-,-,-,-
118,White,2006,403,269.3,403,258.3,403,273.9
118,Asian American,2006,-,-,-,-,-,-
118,Ridgefield,2007,411,271.8,411,260.3,411,280.6
118,Black,2007,-,-,-,-,-,-
118,Hispanic,2007,-,-,-,-,-,-
118,White,2007,375,272.2,375,260,375,279.8
118,Asian American,2007,22,278.1,22,269.9,22,303
118,Ridgefield,2008,421,276.5,422,257.1,423,272.3
118,Black,2008,-,-,-,-,-,-
118,Hispanic,2008,-,-,-,-,-,-
118,White,2008,394,277.3,395,257.7,396,273.1
118,Asian American,2008,-,-,-,-,-,-
118,Ridgefield,2009,413,283.3,412,260.8,413,269.2
118,Black,2009,-,-,-,-,-,-
118,Hispanic,2009,-,-,-,-,-,-
118,White,2009,376,285.1,375,262.7,376,270.6
118,Asian American,2009,-,-,-,-,-,-
118,Ridgefield,2010,371,280.1,369,261.8,372,267.7
118,Black,2010,-,-,-,-,-,-
118,Hispanic,2010,-,-,-,-,-,-
118,White,2010,344,279.9,342,262.9,345,269.1
118,Asian American,2010,-,-,-,-,-,-
118,Am. Indian,2010,-,-,-,-,-,-
118,Ridgefield,2011,370,288.2,370,264.8,373,269.3
118,Black or African Am,2011,-,-,-,-,-,-
118,Hisp/Lat or any race,2011,20,260.9,20,239.9,20,245.4
118,White,2011,326,289,326,265.8,328,270.5
118,Asian,2011,-,-,-,-,-,-
118,Nat of HI or Pac Isl,2011,-,-,-,-,-,-
118,Two or more races,2011,-,-,-,-,-,-
118,Ridgefield,2012,401,295.8,398,270.6,400,279.3
118,Black or African Am,2012,-,-,-,-,-,-
118,Hisp/Lat or any race,2012,-,-,-,-,-,-
118,White,2012,353,295.7,350,270.5,352,279.5
118,Asian,2012,24,306,24,271.5,24,274.8
118,Two or more races,2012,-,-,-,-,-,-
118,Ridgefield,2013,377,290.2,377,269.5,380,274.7
118,Black or African Am,2013,-,-,-,-,-,-
118,Hisp/Lat or any race,2013,-,-,-,-,-,-
118,White,2013,325,290.4,325,269.3,327,274.7
118,Asian,2013,23,294.8,23,280.4,23,293
118,Am Ind or AK Native,2013,-,-,-,-,-,-
118,Two or more races,2013,-,-,-,-,-,-
119,Rocky Hill,2006,183,260.5,183,242.8,183,256.2
119,Black,2006,-,-,-,-,-,-
119,Hispanic,2006,-,-,-,-,-,-
119,White,2006,146,266,146,246.4,146,258.8
119,Asian American,2006,-,-,-,-,-,-
119,Rocky Hill,2007,219,255,218,239.9,217,255.4
119,Black,2007,-,-,-,-,-,-
119,Hispanic,2007,-,-,-,-,-,-
119,White,2007,175,259.1,174,243.3,173,258.7
119,Asian American,2007,20,270.6,20,250.1,20,259.1
119,Rocky Hill,2008,199,265,198,249.6,199,264
119,Black,2008,-,-,-,-,-,-
119,Hispanic,2008,-,-,-,-,-,-
119,White,2008,149,265.3,148,249.8,149,264.3
119,Asian American,2008,30,278.1,30,264.7,30,275.9
119,Rocky Hill,2009,190,273.9,191,256.4,199,269.3
119,Black,2009,-,-,-,-,-,-
119,Hispanic,2009,-,-,-,-,-,-
119,White,2009,140,272.5,141,255.7,148,266.3
119,Asian American,2009,35,285.4,35,263.9,35,286.2
119,Rocky Hill,2010,175,273.4,175,251,180,266.2
119,Black,2010,-,-,-,-,-,-
119,Hispanic,2010,-,-,-,-,-,-
119,White,2010,137,270.2,137,250.8,140,266.7
119,Asian American,2010,29,298.8,29,263.4,30,276.1
119,Rocky Hill,2011,177,270.4,173,249.9,185,262.2
119,Black or African Am,2011,-,-,-,-,-,-
119,Hisp/Lat or any race,2011,-,-,-,-,-,-
119,White,2011,134,267,131,248.1,139,261.5
119,Asian,2011,34,289.6,34,258.4,35,274.7
119,Rocky Hill,2012,207,271.7,205,255.5,210,257.4
119,Black or African Am,2012,-,-,-,-,-,-
119,Hisp/Lat or any race,2012,20,244.9,21,235.1,20,245.7
119,White,2012,145,271.3,142,254.2,148,256.9
119,Asian,2012,38,289.5,38,272.2,38,269.4
119,Am Ind or AK Native,2012,-,-,-,-,-,-
119,Rocky Hill,2013,195,274,192,258.9,195,262.6
119,Black or African Am,2013,-,-,-,-,-,-
119,Hisp/Lat or any race,2013,-,-,-,-,-,-
119,White,2013,129,270.9,126,255.3,129,259.5
119,Asian,2013,48,290.1,48,271.7,48,273.8
119,Two or more races,2013,-,-,-,-,-,-
121,Salem,2006,57,273.3,57,250.5,57,271.2
121,Black,2006,-,-,-,-,-,-
121,White,2006,54,271.6,54,250.1,54,271
121,Asian American,2006,-,-,-,-,-,-
121,Salem,2007,54,292.5,54,255.1,54,277.7
121,Black,2007,-,-,-,-,-,-
121,White,2007,51,294.1,51,258.2,51,280.4
121,Salem,2008,42,268.1,42,253.3,42,265.3
121,Black,2008,-,-,-,-,-,-
121,Hispanic,2008,-,-,-,-,-,-
121,White,2008,38,270,38,253.8,38,266.1
121,Asian American,2008,-,-,-,-,-,-
121,Salem,2009,67,261.6,67,249.4,68,260.2
121,Black,2009,-,-,-,-,-,-
121,Hispanic,2009,-,-,-,-,-,-
121,White,2009,64,261.4,64,249.9,65,259.3
121,Asian American,2009,-,-,-,-,-,-
121,Salem,2010,51,277.1,51,258.6,52,265.5
121,Black,2010,-,-,-,-,-,-
121,White,2010,43,273.6,43,254.5,44,257.2
121,Asian American,2010,-,-,-,-,-,-
121,Salem,2011,42,263.3,42,247.4,42,260.8
121,White,2011,41,262,41,246.7,41,260.7
121,Asian,2011,-,-,-,-,-,-
121,Salem,2012,42,288,42,253.6,42,267.6
121,Black or African Am,2012,-,-,-,-,-,-
121,Hisp/Lat or any race,2012,-,-,-,-,-,-
121,White,2012,36,287.1,36,251.7,36,264.6
121,Asian,2012,-,-,-,-,-,-
121,Two or more races,2012,-,-,-,-,-,-
121,Salem,2013,27,279.7,28,252,28,251.8
121,Hisp/Lat or any race,2013,-,-,-,-,-,-
121,White,2013,21,280.2,22,244.5,22,249.5
121,Asian,2013,-,-,-,-,-,-
121,Two or more races,2013,-,-,-,-,-,-
122,Salisbury,2006,28,277.2,28,272.1,28,288.5
122,Black,2006,-,-,-,-,-,-
122,Hispanic,2006,-,-,-,-,-,-
122,White,2006,24,276.5,24,274.3,24,290.4
122,Salisbury,2007,31,272.6,31,244.9,31,273.8
122,Black,2007,-,-,-,-,-,-
122,White,2007,28,277.3,28,248.3,28,277.6
122,Asian American,2007,-,-,-,-,-,-
122,Salisbury,2008,47,277.4,47,257.8,46,278.3
122,Black,2008,-,-,-,-,-,-
122,White,2008,46,277.9,46,257.8,45,279
122,Salisbury,2009,36,263.5,36,249.7,38,268.5
122,Black,2009,-,-,-,-,-,-
122,Hispanic,2009,-,-,-,-,-,-
122,White,2009,29,267.5,29,252.7,31,268.9
122,Asian American,2009,-,-,-,-,-,-
122,Salisbury,2010,25,282.8,25,265.1,25,260.1
122,Black,2010,-,-,-,-,-,-
122,White,2010,23,280,23,266.4,23,259.4
122,Asian American,2010,-,-,-,-,-,-
122,Salisbury,2011,35,286.2,35,259.5,35,266.2
122,Hisp/Lat or any race,2011,-,-,-,-,-,-
122,White,2011,29,285.6,29,258.3,29,266.9
122,Two or more races,2011,-,-,-,-,-,-
122,Salisbury,2012,28,279.1,28,267.9,28,282.1
122,Black or African Am,2012,-,-,-,-,-,-
122,White,2012,23,275.3,23,269.8,23,284.9
122,Asian,2012,-,-,-,-,-,-
122,Two or more races,2012,-,-,-,-,-,-
122,Salisbury,2013,43,276.9,43,264.2,44,270.6
122,Hisp/Lat or any race,2013,-,-,-,-,-,-
122,White,2013,36,280.2,36,264.1,37,273.9
122,Asian,2013,-,-,-,-,-,-
122,Two or more races,2013,-,-,-,-,-,-
123,Scotland,2006,27,230.4,27,220.5,27,243.9
123,White,2006,27,230.4,27,220.5,27,243.9
123,Scotland,2007,35,232.3,35,224.6,35,232.6
123,Black,2007,-,-,-,-,-,-
123,Hispanic,2007,-,-,-,-,-,-
123,White,2007,30,231.6,30,221.8,30,229.9
123,Asian American,2007,-,-,-,-,-,-
123,Scotland,2008,20,246.7,20,232.3,20,264.6
123,Black,2008,-,-,-,-,-,-
123,White,2008,-,-,-,-,-,-
123,Scotland,2009,25,230.6,25,234.5,26,246.6
123,Black,2009,-,-,-,-,-,-
123,White,2009,24,230.9,24,233.8,25,246.5
123,Scotland,2010,-,-,-,-,-,-
123,White,2010,-,-,-,-,-,-
123,Scotland,2011,-,-,-,-,-,-
123,Hisp/Lat or any race,2011,-,-,-,-,-,-
123,White,2011,-,-,-,-,-,-
123,Scotland,2012,-,-,-,-,-,-
123,Hisp/Lat or any race,2012,-,-,-,-,-,-
123,White,2012,-,-,-,-,-,-
123,Two or more races,2012,-,-,-,-,-,-
123,Scotland,2013,-,-,-,-,-,-
123,White,2013,-,-,-,-,-,-
124,Seymour,2006,183,269.1,185,245.2,183,255.7
124,Black,2006,-,-,-,-,-,-
124,Hispanic,2006,-,-,-,-,-,-
124,White,2006,161,272.1,162,248.1,160,257.5
124,Asian American,2006,-,-,-,-,-,-
124,Seymour,2007,198,271.8,198,241.3,198,256.3
124,Black,2007,-,-,-,-,-,-
124,Hispanic,2007,-,-,-,-,-,-
124,White,2007,175,275.1,175,243.4,176,258.4
124,Asian American,2007,-,-,-,-,-,-
124,Am. Indian,2007,-,-,-,-,-,-
124,Seymour,2008,190,274.4,189,240.7,190,258
124,Black,2008,-,-,-,-,-,-
124,Hispanic,2008,-,-,-,-,-,-
124,White,2008,169,275.2,168,242,169,259.2
124,Asian American,2008,-,-,-,-,-,-
124,Seymour,2009,196,261,194,239.9,195,252.1
124,Black,2009,-,-,-,-,-,-
124,Hispanic,2009,-,-,-,-,-,-
124,White,2009,166,262.3,165,241.8,166,252.8
124,Asian American,2009,-,-,-,-,-,-
124,Am. Indian,2009,-,-,-,-,-,-
124,Seymour,2010,212,268.4,207,241.5,214,248.6
124,Black,2010,-,-,-,-,-,-
124,Hispanic,2010,-,-,-,-,-,-
124,White,2010,181,271.2,176,244.2,183,249.6
124,Asian American,2010,-,-,-,-,-,-
124,Am. Indian,2010,-,-,-,-,-,-
124,Seymour,2011,179,262.8,178,242.5,182,252.9
124,Black or African Am,2011,-,-,-,-,-,-
124,Hisp/Lat or any race,2011,-,-,-,-,-,-
124,White,2011,146,265.2,145,243.6,148,253.9
124,Asian,2011,-,-,-,-,-,-
124,Seymour,2012,187,262.5,185,240.2,190,256.4
124,Black or African Am,2012,-,-,-,-,-,-
124,Hisp/Lat or any race,2012,-,-,-,-,-,-
124,White,2012,156,266.5,154,242.4,159,258
124,Asian,2012,-,-,-,-,-,-
124,Seymour,2013,173,252.9,169,233.8,175,242.8
124,Black or African Am,2013,-,-,-,-,-,-
124,Hisp/Lat or any race,2013,-,-,-,-,-,-
124,White,2013,143,254.6,140,234.5,145,243.2
124,Asian,2013,-,-,-,-,-,-
124,Am Ind or AK Native,2013,-,-,-,-,-,-
125,Sharon,2006,-,-,20,243.9,20,264.9
125,Black,2006,-,-,-,-,-,-
125,White,2006,-,-,-,-,-,-
125,Asian American,2006,-,-,-,-,-,-
125,Sharon,2007,24,251.5,24,243.6,24,249.9
125,Black,2007,-,-,-,-,-,-
125,White,2007,22,252.1,22,242.6,22,249
125,Asian American,2007,-,-,-,-,-,-
125,Sharon,2008,25,241.1,25,239.7,25,254
125,Black,2008,-,-,-,-,-,-
125,White,2008,24,241.2,24,238.9,24,255
125,Sharon,2009,-,-,-,-,-,-
125,White,2009,-,-,-,-,-,-
125,Sharon,2010,25,255.8,24,247.8,25,253.4
125,White,2010,24,255.6,23,248.4,24,255
125,Asian American,2010,-,-,-,-,-,-
125,Sharon,2011,-,-,-,-,-,-
125,Black or African Am,2011,-,-,-,-,-,-
125,White,2011,-,-,-,-,-,-
125,Two or more races,2011,-,-,-,-,-,-
125,Sharon,2012,22,258.4,21,236.7,23,241.3
125,Hisp/Lat or any race,2012,-,-,-,-,-,-
125,White,2012,21,257.6,20,233.3,21,240.4
125,Sharon,2013,20,249.3,20,229.4,20,232.2
125,White,2013,20,249.3,20,229.4,20,232.2
126,Shelton,2006,405,254.5,406,241,402,259.8
126,Black,2006,-,-,-,-,-,-
126,Hispanic,2006,24,222.9,24,211.9,24,248.7
126,White,2006,361,256.3,362,243,358,260.2
126,Asian American,2006,-,-,-,-,-,-
126,Am. Indian,2006,-,-,-,-,-,-
126,Shelton,2007,457,253.9,458,241.6,451,256.2
126,Black,2007,-,-,-,-,-,-
126,Hispanic,2007,24,227.4,24,217.7,24,234.8
126,White,2007,390,255.8,391,243.8,386,257.7
126,Asian American,2007,27,260.4,27,240.6,25,261.4
126,Am. Indian,2007,-,-,-,-,-,-
126,Shelton,2008,427,255.7,425,244.4,423,266.6
126,Black,2008,-,-,-,-,-,-
126,Hispanic,2008,27,244.1,27,233.3,27,256.1
126,White,2008,369,256.4,367,245.1,366,266.8
126,Asian American,2008,-,-,-,-,-,-
126,Shelton,2009,412,263.2,412,247.9,414,265.9
126,Black,2009,-,-,-,-,-,-
126,Hispanic,2009,29,240.3,29,229.7,29,249.6
126,White,2009,343,263.6,343,249.5,345,267.5
126,Asian American,2009,24,301.9,24,266.4,24,277.6
126,Am. Indian,2009,-,-,-,-,-,-
126,Shelton,2010,388,264.3,386,246.9,389,261.8
126,Black,2010,-,-,-,-,-,-
126,Hispanic,2010,36,243.8,36,242.5,37,253.1
126,White,2010,321,267.4,320,248.1,321,264.2
126,Asian American,2010,-,-,-,-,-,-
126,Am. Indian,2010,-,-,-,-,-,-
126,Shelton,2011,422,261.6,421,245.4,432,259.1
126,Black or African Am,2011,-,-,-,-,-,-
126,Hisp/Lat or any race,2011,39,237.9,39,233.7,41,240.5
126,White,2011,338,263.4,338,246.1,346,260.3
126,Asian,2011,26,291.9,26,262,26,282.8
126,Shelton,2012,367,268.9,362,249.3,375,260.3
126,Black or African Am,2012,-,-,-,-,-,-
126,Hisp/Lat or any race,2012,38,241.9,38,228.8,40,244.6
126,White,2012,280,270.1,275,250.1,287,259.8
126,Asian,2012,32,300.1,32,274.1,33,288.3
126,Two or more races,2012,-,-,-,-,NA,NA
126,Shelton,2013,332,274.2,325,258.4,350,265.1
126,Black or African Am,2013,-,-,-,-,-,-
126,Hisp/Lat or any race,2013,33,246,31,237.3,34,246.8
126,White,2013,254,276.6,249,259.8,268,266
126,Asian,2013,28,303.4,28,277.8,28,289.6
126,Two or more races,2013,-,-,-,-,-,-
127,Sherman,2006,54,259.6,54,245.9,54,255.4
127,White,2006,53,258.9,53,244.8,53,252.9
127,Asian American,2006,-,-,-,-,-,-
127,Sherman,2007,46,265.8,46,256.5,46,272.3
127,White,2007,45,263.4,45,255.6,45,271
127,Asian American,2007,-,-,-,-,-,-
127,Sherman,2008,45,277.7,45,258.1,45,277.5
127,White,2008,45,277.7,45,258.1,45,277.5
127,Sherman,2009,53,280.9,53,264.4,54,284
127,Black,2009,-,-,-,-,-,-
127,Hispanic,2009,NA,NA,NA,NA,-,-
127,White,2009,51,279.9,51,262.9,51,282.9
127,Asian American,2009,-,-,-,-,-,-
127,Sherman,2010,48,270.5,47,261.3,49,282.6
127,Black,2010,-,-,-,-,-,-
127,Hispanic,2010,-,-,NA,NA,-,-
127,White,2010,45,271.2,45,261.2,46,283.7
127,Am. Indian,2010,-,-,-,-,-,-
127,Sherman,2011,36,266.3,34,250.6,36,270.4
127,Hisp/Lat or any race,2011,-,-,-,-,-,-
127,White,2011,33,272.1,31,254.8,33,274.2
127,Two or more races,2011,-,-,-,-,-,-
127,Sherman,2012,29,260.5,28,252.4,31,256.6
127,White,2012,27,258.3,26,254.5,29,258.3
127,Two or more races,2012,-,-,-,-,-,-
127,Sherman,2013,38,260.2,37,239.2,39,275.9
127,Hisp/Lat or any race,2013,-,-,-,-,-,-
127,White,2013,34,263.4,33,242.3,35,276.7
127,Asian,2013,-,-,-,-,-,-
127,Two or more races,2013,-,-,-,-,-,-
128,Simsbury,2006,389,269.3,389,259.1,384,268.9
128,Black,2006,21,216.7,21,221.4,20,230.7
128,Hispanic,2006,-,-,-,-,-,-
128,White,2006,345,274,345,262.4,342,271.3
128,Asian American,2006,-,-,-,-,-,-
128,Simsbury,2007,383,288,382,259.8,383,276.8
128,Black,2007,-,-,-,-,-,-
128,Hispanic,2007,-,-,-,-,-,-
128,White,2007,345,290.4,345,261.3,345,278.3
128,Asian American,2007,-,-,-,-,-,-
128,Simsbury,2008,372,279.4,372,249.2,371,256.7
128,Black,2008,21,215.3,21,210.1,21,220.8
128,Hispanic,2008,-,-,-,-,-,-
128,White,2008,331,281.7,331,250.4,330,257.8
128,Asian American,2008,-,-,-,-,-,-
128,Simsbury,2009,349,285.2,347,263.6,358,267.9
128,Black,2009,-,-,-,-,-,-
128,Hispanic,2009,-,-,-,-,-,-
128,White,2009,301,288.4,299,265.1,309,269.5
128,Asian American,2009,28,281.3,27,272.7,28,267.8
128,Am. Indian,2009,-,-,-,-,-,-
128,Simsbury,2010,348,287.5,347,264.5,355,271.8
128,Black,2010,-,-,-,-,-,-
128,Hispanic,2010,-,-,-,-,-,-
128,White,2010,295,289.5,294,267.2,300,273.3
128,Asian American,2010,25,277,25,248.3,25,275.1
128,Am. Indian,2010,-,-,-,-,-,-
128,Simsbury,2011,335,289.5,334,266.1,340,275.1
128,Black or African Am,2011,-,-,-,-,-,-
128,Hisp/Lat or any race,2011,23,272.8,23,245.2,24,251.7
128,White,2011,275,289.6,273,266.5,276,276.5
128,Asian,2011,23,313.8,24,280.2,24,289
128,Two or more races,2011,-,-,-,-,-,-
128,Simsbury,2012,331,289.1,329,267,331,282.8
128,Black or African Am,2012,-,-,-,-,-,-
128,Hisp/Lat or any race,2012,23,265.1,23,256,23,262.8
128,White,2012,279,292.4,277,269.7,279,284.9
128,Asian,2012,-,-,-,-,-,-
128,Simsbury,2013,313,282.6,311,263.4,316,276
128,Black or African Am,2013,-,-,-,-,-,-
128,Hisp/Lat or any race,2013,20,254.7,-,-,20,251.3
128,White,2013,265,286.5,264,266.5,267,278.5
128,Asian,2013,-,-,-,-,-,-
129,Somers,2006,121,237.2,121,239.3,116,243.5
129,Black,2006,-,-,-,-,-,-
129,Hispanic,2006,-,-,-,-,-,-
129,White,2006,112,238.5,112,240.4,107,244.5
129,Asian American,2006,-,-,-,-,-,-
129,Somers,2007,136,238.3,136,230.7,136,234.2
129,Black,2007,-,-,-,-,-,-
129,Hispanic,2007,-,-,-,-,-,-
129,White,2007,131,239.7,131,232.6,132,234.3
129,Asian American,2007,-,-,-,-,NA,NA
129,Somers,2008,113,254.2,113,238.6,113,245.3
129,Black,2008,-,-,-,-,-,-
129,Hispanic,2008,-,-,-,-,-,-
129,White,2008,105,254.6,105,238,105,245.3
129,Asian American,2008,-,-,-,-,-,-
129,Somers,2009,112,259.2,111,242.2,113,248.7
129,Black,2009,-,-,-,-,-,-
129,Hispanic,2009,-,-,-,-,-,-
129,White,2009,104,262,104,243.4,106,250.9
129,Asian American,2009,-,-,-,-,-,-
129,Somers,2010,126,253.7,124,234.2,127,238
129,Black,2010,-,-,-,-,-,-
129,Hispanic,2010,-,-,-,-,-,-
129,White,2010,120,254.6,118,235,119,239.7
129,Asian American,2010,-,-,-,-,-,-
129,Somers,2011,106,257.2,106,246.1,107,258
129,Black or African Am,2011,-,-,-,-,-,-
129,Hisp/Lat or any race,2011,-,-,-,-,-,-
129,White,2011,96,258.9,96,246.5,97,259.1
129,Asian,2011,-,-,-,-,-,-
129,Two or more races,2011,-,-,-,-,-,-
129,Somers,2012,116,261.6,115,257.9,116,248
129,Black or African Am,2012,-,-,-,-,-,-
129,Hisp/Lat or any race,2012,-,-,-,-,-,-
129,White,2012,106,262.7,105,256.8,106,248
129,Asian,2012,-,-,-,-,-,-
129,Nat of HI or Pac Isl,2012,-,-,-,-,-,-
129,Two or more races,2012,-,-,-,-,-,-
129,Somers,2013,114,251,114,256.9,114,243.6
129,Black or African Am,2013,-,-,-,-,-,-
129,Hisp/Lat or any race,2013,-,-,-,-,-,-
129,White,2013,102,254.6,102,259.1,102,245.9
129,Asian,2013,-,-,-,-,-,-
129,Two or more races,2013,-,-,-,-,-,-
131,Southington,2006,501,272.5,502,244.8,498,262.4
131,Black,2006,-,-,-,-,-,-
131,Hispanic,2006,25,244.4,25,228.3,25,247
131,White,2006,451,275.1,452,246.4,448,264.2
131,Asian American,2006,-,-,-,-,-,-
131,Am. Indian,2006,-,-,-,-,-,-
131,Southington,2007,495,277.7,493,241.3,493,258.6
131,Black,2007,-,-,-,-,-,-
131,Hispanic,2007,26,240.4,26,223.1,26,234.7
131,White,2007,441,279.7,439,242.7,439,260.8
131,Asian American,2007,-,-,-,-,-,-
131,Am. Indian,2007,-,-,-,-,-,-
131,Southington,2008,506,282.7,505,244.4,505,260.1
131,Black,2008,-,-,-,-,-,-
131,Hispanic,2008,20,266.2,20,233.1,20,254.3
131,White,2008,460,284.3,459,245.1,459,260.4
131,Asian American,2008,-,-,-,-,-,-
131,Am. Indian,2008,-,-,-,-,-,-
131,Southington,2009,536,286.5,522,250,545,265.7
131,Black,2009,-,-,-,-,-,-
131,Hispanic,2009,36,249.8,35,227.3,36,246.7
131,White,2009,460,289.3,448,252.1,469,267.8
131,Asian American,2009,26,301.4,26,256,26,273.2
131,Southington,2010,473,292.3,465,252.4,475,260.9
131,Black,2010,-,-,-,-,-,-
131,Hispanic,2010,-,-,20,225,20,230.6
131,White,2010,430,294.4,422,253.3,431,261.5
131,Asian American,2010,-,-,-,-,-,-
131,Am. Indian,2010,-,-,-,-,-,-
131,Southington,2011,516,284.1,508,252.4,530,267.3
131,Black or African Am,2011,-,-,-,-,-,-
131,Hisp/Lat or any race,2011,-,-,-,-,-,-
131,White,2011,462,284.8,454,253.6,473,268
131,Asian,2011,-,-,-,-,-,-
131,Two or more races,2011,-,-,-,-,-,-
131,Southington,2012,513,294.2,504,257.3,523,272.4
131,Black or African Am,2012,-,-,-,-,-,-
131,Hisp/Lat or any race,2012,40,267,38,244.9,40,256.3
131,White,2012,429,297,422,259.1,437,274.2
131,Asian,2012,-,-,-,-,-,-
131,Am Ind or AK Native,2012,-,-,-,-,-,-
131,Nat of HI or Pac Isl,2012,-,-,-,-,-,-
131,Two or more races,2012,21,298.1,21,262.2,22,273.8
131,Southington,2013,459,281.5,451,255.6,471,266.6
131,Black or African Am,2013,-,-,-,-,-,-
131,Hisp/Lat or any race,2013,27,270.3,26,231.5,29,245.1
131,White,2013,388,284.2,382,258.7,397,269.4
131,Asian,2013,-,-,-,-,-,-
131,Nat of HI or Pac Isl,2013,-,-,-,-,-,-
131,Two or more races,2013,-,-,-,-,-,-
132,South Windsor,2006,374,258.9,372,245.8,369,251.4
